Core,Colony,TimePoint,Sample.Time,Date,C.SH,D.SH,Tot.SH,D.Prp,Bleached_1,Experiment,Temperature,Bleaching,Tre_1,Rep_1,Tre_2,Tre_3,Rep_3,,Tre_4
S1-6,S1,T14,T14_S1-6,2016-07-19,0.0012618251,0.0005352322,0.0017970573,0.2978381196,Yes,Nutrients2,27,Control,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T8,T8_S1-6,2016-02-05,0.0015990536,1.22996574470117E-05,0.0016113532,0.0076331231,Yes,Nutrients1,32,Bleaching,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T16,T16_S1-6,2017-03-23,0.0004105938,0.0003677411,0.000778335,0.472471537,Yes,Nutrients2,26,Control,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T17,T17_S1-6,2017-05-11,0.0054805973,0.0029184588,0.0083990561,0.3474746184,Yes,Nutrients2,26,Control,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T10,T10_S1-6,2016-02-22,1.32549424826652E-06,0,1.32549424826652E-06,0,Yes,Nutrients1,32,Bleaching,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T3,T3_S1-6,2015-10-21,0.0024703916,0.0002401397,0.0027105313,0.0885950581,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T0,T0_S1-6,2015-06-30,0.0005514314,0.001715027,0.0022664584,0.756699092,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T26,T26_S1-6,2018-01-22,9.04411901838686E-05,0.0007266795,0.0008171207,0.8893172249,Yes,Mcav,26,Control,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T24,T24_S1-6,2017-07-20,0.0007653689,0.0005888749,0.0013542438,0.4348367139,Yes,Mcav,26,Control,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T23,T23_S1-6,2017-06-15,0.0041484874,0.0006540007,0.0048024881,0.1361795538,Yes,Nutrients2,32,Bleaching,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T13,T13_S1-6,2016-06-13,0.0010836593,0.0005979732,0.0016816325,0.3555908684,Yes,Nutrients2,27,Control,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T20,T20_S1-6,2017-06-01,0.0061346877,0.0032511289,0.0093858166,0.3463874314,Yes,Nutrients2,32,Bleaching,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T12,T12_S1-6,2016-05-26,0.0003556981,0.0001980594,0.0005537574,0.357664512,Yes,Nutrients1,27,Control,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T2,T2_S1-6,2015-09-17,0.0005499425,0.0003905931,0.0009405356,0.4152879459,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T15,T15_S1-6,2016-09-26,0.0003758689,0.0004305039,0.0008063728,0.5338770226,Yes,Nutrients2,26,Control,Fe,1,NH4,NH4,1,,Ssid
S1-6,S1,T1,T1_S1-6,2015-08-04,0.0006524277,0.0009557767,0.0016082044,0.5943129384,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,Ssid
S1-9,S1,T2,T2_S1-9,2015-09-17,0.0016954262,0.0022193183,0.0039147445,0.5669126797,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S1-9,S1,T8,T8_S1-9,2016-02-05,0.0007315262,1.6573856222624E-05,0.0007481001,0.0221545976,Yes,Nutrients1,32,Bleaching,Fe,1,NA,NA,NA,,NA
S1-9,S1,T4,T4_S1-9,2015-12-12,0.0005450066,4.9200158350645E-05,0.0005942068,0.0827997291,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S1-9,S1,T0,T0_S1-9,2015-06-30,0.0001695624,0.0013824092,0.0015519715,0.8907439008,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S1-9,S1,T5,T5_S1-9,2016-01-14,0.0003607599,0,0.0003607599,0,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S1-9,S1,T3,T3_S1-9,2015-10-21,0.0017014834,0.0005241473,0.0022256307,0.2355050809,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S1-9,S1,T1,T1_S1-9,2015-08-04,0.0005131687,0.0007733109,0.0012864796,0.6011062559,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S1-9,S1,T9,T9_S1-9,2016-02-12,9.25094893990043E-05,6.33961916081789E-06,9.88491085598222E-05,0.0641343079,Yes,Nutrients1,32,Bleaching,Fe,1,NA,NA,NA,,NA
S2-16,S2,T1,T1_S2-16,2015-08-04,0,0.0200551745,0.0200551745,1,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T23,T23_S2-16,2017-06-15,0,0.0076531158,0.0076531158,1,Yes,Nutrients2,32,Bleaching,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T10,T10_S2-16,2016-02-22,0,0.000166251,0.000166251,1,Yes,Nutrients1,32,Bleaching,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T17,T17_S2-16,2017-05-11,0,0.0211050418,0.0211050418,1,Yes,Nutrients2,26,Control,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T16,T16_S2-16,2017-03-23,0,0.0012531154,0.0012531154,1,Yes,Nutrients2,26,Control,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T4,T4_S2-16,2015-12-12,0,0.0024280581,0.0024280581,1,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T0,T0_S2-16,2015-06-30,0,0.0083956206,0.0083956206,1,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T15,T15_S2-16,2016-09-26,0,0.0014000451,0.0014000451,1,Yes,Nutrients2,26,Control,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T8,T8_S2-16,2016-02-05,1.11145208310867E-05,0.0049409526,0.0049520671,0.9977555795,Yes,Nutrients1,32,Bleaching,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T20,T20_S2-16,2017-06-01,0,0.0058145201,0.0058145201,1,Yes,Nutrients2,32,Bleaching,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T3,T3_S2-16,2015-10-21,0,0.0063947212,0.0063947212,1,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T11,T11_S2-16,2016-04-05,0,0.0042292842,0.0042292842,1,Yes,Nutrients1,27,Recovery ,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T2,T2_S2-16,2015-09-17,0,0.0041939411,0.0041939411,1,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T14,T14_S2-16,2016-07-19,0,0.0162223452,0.0162223452,1,Yes,Nutrients2,27,Control,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T26,T26_S2-16,2018-01-22,0,0.0011507272,0.0011507272,1,Yes,Mcav,26,Control,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T24,T24_S2-16,2017-07-20,0,0.0019803686,0.0019803686,1,Yes,Mcav,26,Control,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T5,T5_S2-16,2016-01-14,0,0.0024093628,0.0024093628,1,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T13,T13_S2-16,2016-06-13,0,0.0067152316,0.0067152316,1,Yes,Nutrients2,27,Control,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T9,T9_S2-16,2016-02-12,0,0.001655814,0.001655814,1,Yes,Nutrients1,32,Bleaching,Fe,1,NO3,Control,1,,Ssid
S2-16,S2,T12,T12_S2-16,2016-05-26,0,0.0012231501,0.0012231501,1,Yes,Nutrients1,27,Control,Fe,1,NO3,Control,1,,Ssid
S2-25,S2,T1,T1_S2-25,2015-08-04,0,0.0147288896,0.0147288896,1,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S2-25,S2,T3,T3_S2-25,2015-10-21,0,0.0074643935,0.0074643935,1,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S2-25,S2,T4,T4_S2-25,2015-12-12,4.61528857836678E-05,0.0029312097,0.0029773626,0.9844987352,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S2-25,S2,T2,T2_S2-25,2015-09-17,0,0.0074204949,0.0074204949,1,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S2-25,S2,T0,T0_S2-25,2015-06-30,0,0.0034532481,0.0034532481,1,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S2-25,S2,T5,T5_S2-25,2016-01-14,3.31272343975526E-05,0.0066467079,0.0066798351,0.9950407107,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S3-12,S3,T14,T14_S3-12,2016-07-19,5.06502522965868E-05,0.0048509059,0.0049015561,0.9896664955,Yes,Nutrients2,27,Control,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T8,T8_S3-12,2016-02-05,0.0004539811,0.0005032894,0.0009572705,0.5257546173,Yes,Nutrients1,32,Bleaching,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T12,T12_S3-12,2016-05-26,0,0.0022716871,0.0022716871,1,Yes,Nutrients1,27,Control,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T1,T1_S3-12,2015-08-04,0.0003511812,0.0505241712,0.0508753525,0.9930972229,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T3,T3_S3-12,2015-10-21,0.0066238741,0.0032690631,0.0098929373,0.3304441395,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T2,T2_S3-12,2015-09-17,0.000868021,0,0.000868021,0,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T5,T5_S3-12,2016-01-14,0.0054449523,6.98773379671161E-05,0.0055148296,0.0126708063,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T0,T0_S3-12,2015-06-30,0.0002882567,0.009163009,0.0094512657,0.9695007308,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T17,T17_S3-12,2017-05-11,0,0.0219638428,0.0219638428,1,Yes,Nutrients2,26,Control,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T11,T11_S3-12,2016-04-05,0,0.0194000068,0.0194000068,1,Yes,Nutrients1,27,Recovery ,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T10,T10_S3-12,2016-02-22,0,0.000107581,0.000107581,1,Yes,Nutrients1,32,Bleaching,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T16,T16_S3-12,2017-03-23,0,0.0018252295,0.0018252295,1,Yes,Nutrients2,26,Control,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T26,T26_S3-12,2018-01-22,0,0.0007252006,0.0007252006,1,Yes,Mcav,26,Control,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T13,T13_S3-12,2016-06-13,0.0003941499,0.0107500758,0.0111442257,0.9646319174,Yes,Nutrients2,27,Control,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T24,T24_S3-12,2017-07-20,0,0.0021495492,0.0021495492,1,Yes,Mcav,26,Control,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T20,T20_S3-12,2017-06-01,0,0.0230195325,0.0230195325,1,Yes,Nutrients2,32,Bleaching,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T23,T23_S3-12,2017-06-15,8.74328127296415E-06,0.0047937504,0.0048024937,0.9981794289,Yes,Nutrients2,32,Bleaching,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T9,T9_S3-12,2016-02-12,0,8.7227402441932E-05,8.7227402441932E-05,1,Yes,Nutrients1,32,Bleaching,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T15,T15_S3-12,2016-09-26,0,0.0034396017,0.0034396017,1,Yes,Nutrients2,26,Control,Fe,1,NH4,NH4,1,,Ssid
S3-12,S3,T4,T4_S3-12,2015-12-12,0.0043758467,0.0004263967,0.0048022434,0.0887911438,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,Ssid
S3-6,S3,T2,T2_S3-6,2015-09-17,0.0045326864,0,0.0045326864,0,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S3-6,S3,T0,T0_S3-6,2015-06-30,0.0021845359,0.0115201792,0.0137047151,0.8405996883,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S3-6,S3,T4,T4_S3-6,2015-12-12,0.0060727784,0,0.0060727784,0,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S3-6,S3,T8,T8_S3-6,2016-02-05,0.0003284512,1.9432661626166E-05,0.0003478839,0.055859623,Yes,Nutrients1,32,Bleaching,Fe,1,NA,NA,NA,,NA
S3-6,S3,T5,T5_S3-6,2016-01-14,0.0102852419,8.62821432990223E-05,0.0103715241,0.0083191383,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S3-6,S3,T1,T1_S3-6,2015-08-04,0,0.0204758146,0.0204758146,1,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S3-6,S3,T9,T9_S3-6,2016-02-12,0,8.02105820842886E-05,8.02105820842886E-05,1,Yes,Nutrients1,32,Bleaching,Fe,1,NA,NA,NA,,NA
S3-6,S3,T3,T3_S3-6,2015-10-21,0.023453757,0.002025596,0.025479353,0.079499507,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S4-11,S4,T20,T20_S4-11,2017-06-01,0,0.0028078194,0.0028078194,1,Yes,Nutrients2,32,Bleaching,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T11,T11_S4-11,2016-04-05,0,0.0068675128,0.0068675128,1,Yes,Nutrients1,27,Recovery ,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T24,T24_S4-11,2017-07-20,0,0.001311357,0.001311357,1,Yes,Mcav,26,Control,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T13,T13_S4-11,2016-06-13,0,0.0008108149,0.0008108149,1,Yes,Nutrients2,27,Control,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T4,T4_S4-11,2015-12-12,0.004921857,0.0004941391,0.005415996,0.0912369675,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T17,T17_S4-11,2017-05-11,6.24093749675486E-06,0.0017830739,0.0017893148,0.9965121076,Yes,Nutrients2,26,Control,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T2,T2_S4-11,2015-09-17,0.0059085614,0.0023266216,0.008235183,0.2825221519,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T1,T1_S4-11,2015-08-04,0.0006278426,0.0826533315,0.0832811741,0.9924611702,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T23,T23_S4-11,2017-06-15,0,0.0037592252,0.0037592252,1,Yes,Nutrients2,32,Bleaching,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T8,T8_S4-11,2016-02-05,0.000321014,5.51533798299414E-05,0.0003761674,0.1466192578,Yes,Nutrients1,32,Bleaching,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T14,T14_S4-11,2016-07-19,0,0.002073125,0.002073125,1,Yes,Nutrients2,27,Control,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T5,T5_S4-11,2016-01-14,0.004270819,3.37015082669819E-05,0.0043045205,0.0078293292,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T12,T12_S4-11,2016-05-26,0,0.0023113704,0.0023113704,1,Yes,Nutrients1,27,Control,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T15,T15_S4-11,2016-09-26,0,0.002806539,0.002806539,1,Yes,Nutrients2,26,Control,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T0,T0_S4-11,2015-06-30,0.0041458255,0.016545371,0.0206911965,0.7996333598,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T26,T26_S4-11,2018-01-22,0.0001023711,0.0021271886,0.0022295597,0.9540846075,Yes,Mcav,26,Control,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T16,T16_S4-11,2017-03-23,0,0.0013253607,0.0013253607,1,Yes,Nutrients2,26,Control,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T3,T3_S4-11,2015-10-21,0.0094797751,0.0015723177,0.0110520928,0.1422642493,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,Mcav
S4-11,S4,T9,T9_S4-11,2016-02-12,0,1.14606316829861E-05,1.14606316829861E-05,1,Yes,Nutrients1,32,Bleaching,Fe,1,NO3,Control,1,,Mcav
S4-9,S4,T1,T1_S4-9,2015-08-04,6.37521442477738E-05,0.0316150756,0.0316788277,0.9979875472,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S4-9,S4,T5,T5_S4-9,2016-01-14,0.0053933146,4.06303567428968E-05,0.0054339449,0.0074771381,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S4-9,S4,T0,T0_S4-9,2015-06-30,0.0214979794,0.0144924047,0.0359903841,0.4026743558,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S4-9,S4,T3,T3_S4-9,2015-10-21,0.0110122434,0.0002963403,0.0113085837,0.0262048983,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S4-9,S4,T4,T4_S4-9,2015-12-12,0.0054525269,8.43265353976965E-05,0.0055368534,0.0152300465,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S4-9,S4,T2,T2_S4-9,2015-09-17,0.0057154671,0.0002128502,0.0059283174,0.0359039891,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S5-14,S5,T10,T10_S5-14,2016-02-22,0,4.25799007554625E-05,4.25799007554625E-05,1,Yes,Nutrients1,32,Bleaching,Fe,1,NH4,NH4,1,,
S5-14,S5,T23,T23_S5-14,2017-06-15,0,0.0072548918,0.0072548918,1,Yes,Nutrients2,32,Bleaching,Fe,1,NH4,NH4,1,,
S5-14,S5,T17,T17_S5-14,2017-05-11,0,0.0124198719,0.0124198719,1,Yes,Nutrients2,26,Control,Fe,1,NH4,NH4,1,,
S5-14,S5,T15,T15_S5-14,2016-09-26,0,0.0034672696,0.0034672696,1,Yes,Nutrients2,26,Control,Fe,1,NH4,NH4,1,,
S5-14,S5,T24,T24_S5-14,2017-07-20,0,0.0025400853,0.0025400853,1,Yes,Mcav,26,Control,Fe,1,NH4,NH4,1,,
S5-14,S5,T20,T20_S5-14,2017-06-01,0,0.0074746292,0.0074746292,1,Yes,Nutrients2,32,Bleaching,Fe,1,NH4,NH4,1,,
S5-14,S5,T1,T1_S5-14,2015-08-04,0,0.0264512542,0.0264512542,1,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,
S5-14,S5,T11,T11_S5-14,2016-04-05,0,0.027210346,0.027210346,1,Yes,Nutrients1,27,Recovery ,Fe,1,NH4,NH4,1,,
S5-14,S5,T4,T4_S5-14,2015-12-12,4.76924301610359E-05,0.010861664,0.0109093564,0.9956283003,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,
S5-14,S5,T5,T5_S5-14,2016-01-14,5.23287125716977E-05,0.0036508307,0.0037031594,0.985869171,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,
S5-14,S5,T8,T8_S5-14,2016-02-05,2.59902182237541E-05,0.0032362439,0.0032622342,0.9920330004,Yes,Nutrients1,32,Bleaching,Fe,1,NH4,NH4,1,,
S5-14,S5,T13,T13_S5-14,2016-06-13,0,0.0206514528,0.0206514528,1,Yes,Nutrients2,27,Control,Fe,1,NH4,NH4,1,,
S5-14,S5,T3,T3_S5-14,2015-10-21,0,0.0087480602,0.0087480602,1,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,
S5-14,S5,T9,T9_S5-14,2016-02-12,0,0.0006819673,0.0006819673,1,Yes,Nutrients1,32,Bleaching,Fe,1,NH4,NH4,1,,
S5-14,S5,T12,T12_S5-14,2016-05-26,0,0.0076788079,0.0076788079,1,Yes,Nutrients1,27,Control,Fe,1,NH4,NH4,1,,
S5-14,S5,T14,T14_S5-14,2016-07-19,0.0001125823,0.0121694322,0.0122820146,0.990833562,Yes,Nutrients2,27,Control,Fe,1,NH4,NH4,1,,
S5-14,S5,T16,T16_S5-14,2017-03-23,0,0.0004172469,0.0004172469,1,Yes,Nutrients2,26,Control,Fe,1,NH4,NH4,1,,
S5-14,S5,T2,T2_S5-14,2015-09-17,0,0.0087871522,0.0087871522,1,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,
S5-14,S5,T0,T0_S5-14,2015-06-30,0,0.0164536126,0.0164536126,1,Yes,Nutrients1,26,Control,Fe,1,NH4,NH4,1,,
S5-25,S5,T3,T3_S5-25,2015-10-21,0.0001996344,0.0134085346,0.013608169,0.9853298141,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S5-25,S5,T2,T2_S5-25,2015-09-17,0,0.0416849891,0.0416849891,1,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S5-25,S5,T8,T8_S5-25,2016-02-05,1.2704560611612E-06,0.0030425109,0.0030437814,0.999582606,Yes,Nutrients1,32,Bleaching,Fe,1,NA,NA,NA,,NA
S5-25,S5,T5,T5_S5-25,2016-01-14,0.0003010346,0.0025880456,0.0028890802,0.8958026061,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S5-25,S5,T1,T1_S5-25,2015-08-04,0.0001759985,0.0596232447,0.0597992432,0.9970568441,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S5-25,S5,T4,T4_S5-25,2015-12-12,0.0013446215,0.0079022225,0.009246844,0.8545858993,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S5-25,S5,T9,T9_S5-25,2016-02-12,4.02090607052303E-05,0.0012960979,0.001336307,0.9699103122,Yes,Nutrients1,32,Bleaching,Fe,1,NA,NA,NA,,NA
S5-25,S5,T0,T0_S5-25,2015-06-30,6.58266055152232E-05,0.0106266868,0.0106925135,0.9938436734,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S6-1,S6,T13,T13_S6-1,2016-06-13,0,0.0076638129,0.0076638129,1,Yes,Nutrients2,27,Control,Fe,1,NO3,Control,1,,
S6-1,S6,T14,T14_S6-1,2016-07-19,3.62626467123308E-05,0.0035442354,0.003580498,0.989872178,Yes,Nutrients2,27,Control,Fe,1,NO3,Control,1,,
S6-1,S6,T3,T3_S6-1,2015-10-21,4.6577495321607E-05,0.0133008608,0.0133474383,0.9965103794,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,
S6-1,S6,T23,T23_S6-1,2017-06-15,0,0.0135053085,0.0135053085,1,Yes,Nutrients2,32,Bleaching,Fe,1,NO3,Control,1,,
S6-1,S6,T24,T24_S6-1,2017-07-20,0,0.0076741547,0.0076741547,1,Yes,Mcav,26,Control,Fe,1,NO3,Control,1,,
S6-1,S6,T8,T8_S6-1,2016-02-05,0,0.0101186176,0.0101186176,1,Yes,Nutrients1,32,Bleaching,Fe,1,NO3,Control,1,,
S6-1,S6,T17,T17_S6-1,2017-05-11,0,0.012226876,0.012226876,1,Yes,Nutrients2,26,Control,Fe,1,NO3,Control,1,,
S6-1,S6,T0,T0_S6-1,2015-06-30,0.0001794537,0.0277315569,0.0279110106,0.9935705054,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,
S6-1,S6,T16,T16_S6-1,2017-03-23,0.000001988,0.0012653842,0.0012673722,0.9984314082,Yes,Nutrients2,26,Control,Fe,1,NO3,Control,1,,
S6-1,S6,T12,T12_S6-1,2016-05-26,0,0.0031406405,0.0031406405,1,Yes,Nutrients1,27,Control,Fe,1,NO3,Control,1,,
S6-1,S6,T10,T10_S6-1,2016-02-22,0,0.0044708432,0.0044708432,1,Yes,Nutrients1,32,Bleaching,Fe,1,NO3,Control,1,,
S6-1,S6,T15,T15_S6-1,2016-09-26,0,0.0112689222,0.0112689222,1,Yes,Nutrients2,26,Control,Fe,1,NO3,Control,1,,
S6-1,S6,T9,T9_S6-1,2016-02-12,1.18001933460702E-05,0.008198614,0.0082104142,0.9985627773,Yes,Nutrients1,32,Bleaching,Fe,1,NO3,Control,1,,
S6-1,S6,T1,T1_S6-1,2015-08-04,4.13890635771681E-05,0.0455015156,0.0455429047,0.9990912072,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,
S6-1,S6,T2,T2_S6-1,2015-09-17,0,0.0068997473,0.0068997473,1,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,
S6-1,S6,T11,T11_S6-1,2016-04-05,0,0.0370582295,0.0370582295,1,Yes,Nutrients1,27,Recovery ,Fe,1,NO3,Control,1,,
S6-1,S6,T4,T4_S6-1,2015-12-12,0.0002169958,0.0262279365,0.0264449323,0.991794428,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,
S6-1,S6,T20,T20_S6-1,2017-06-01,0,0.0282830483,0.0282830483,1,Yes,Nutrients2,32,Bleaching,Fe,1,NO3,Control,1,,
S6-1,S6,T5,T5_S6-1,2016-01-14,8.74085373763066E-05,0.0046219159,0.0047093244,0.9814392619,Yes,Nutrients1,26,Control,Fe,1,NO3,Control,1,,
S6-12,S6,T0,T0_S6-12,2015-06-30,0.0002690223,0.0271183722,0.0273873945,0.9901771494,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S6-12,S6,T2,T2_S6-12,2015-09-17,0,0.0082557503,0.0082557503,1,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S6-12,S6,T4,T4_S6-12,2015-12-12,0.0002085492,0.0219637847,0.0221723339,0.990594172,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S6-12,S6,T3,T3_S6-12,2015-10-21,0.0004980059,0.0408785499,0.0413765559,0.9879640553,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S6-12,S6,T1,T1_S6-12,2015-08-04,0,0.198506704,0.198506704,1,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S6-12,S6,T5,T5_S6-12,2016-01-14,4.82269390621108E-05,0.0033211073,0.0033693342,0.9856865079,Yes,Nutrients1,26,Control,Fe,1,NA,NA,NA,,NA
S1-17,S1,T11,T11_S1-17,2016-04-05,4.60243509448641E-06,0.0023921583,0.0023967607,0.9980797269,Yes,Nutrients1,27,Recovery ,N,1,NH4,NH4,1,,
S1-17,S1,T9,T9_S1-17,2016-02-12,2.29947503705248E-07,0,2.29947503705248E-07,0,Yes,Nutrients1,32,Bleaching,N,1,NH4,NH4,1,,
S1-17,S1,T8,T8_S1-17,2016-02-05,0.0011827072,0.0002050215,0.0013877286,0.1477388719,Yes,Nutrients1,32,Bleaching,N,1,NH4,NH4,1,,
S1-17,S1,T13,T13_S1-17,2016-06-13,1.09072758792291E-05,0.0017470788,0.0017579861,0.9937955846,Yes,Nutrients2,27,Control,N,1,NH4,NH4,1,,
S1-17,S1,T5,T5_S1-17,2016-01-14,0.0008982791,7.20647867070785E-05,0.0009703439,0.0742672666,Yes,Nutrients1,26,Control,N,1,NH4,NH4,1,,
S1-17,S1,T0,T0_S1-17,2015-06-30,0.0001552275,0.0014410994,0.0015963269,0.902759587,Yes,Nutrients1,26,Control,N,1,NH4,NH4,1,,
